M(gamma gamma) [GeV],Nevents,Sigma,Hypothesis,Generating Function
1290.0,2,1.4142135623730951,2.041512542011824,2.3337629216284e-28
1310.0,2,1.4142135623730951,1.8891866990805428,2.2910102818220782e-30
1330.0,2,1.4142135623730951,1.7500792368545515,1.9261121093152603e-32
1350.0,4,2.0,1.622883984205117,1.3868206688669034e-34
1370.0,1,1.0,1.5064393366791784,8.551519105967146e-37
1390.0,2,1.4142135623730951,1.399710569862866,4.515963839443941e-39
1410.0,2,1.4142135623730951,1.3017745189512366,2.042404985030142e-41
1430.0,2,1.4142135623730951,1.2118062814307686,7.91074687842073e-44
1450.0,0,0.0,1.1290676532950388,2.6240815996817117e-46
1470.0,0,0.0,1.0528970538060503,7.454549518993905e-49
1490.0,0,0.0,0.982700731065605,1.8136341833260237e-51
1510.0,2,1.4142135623730951,0.917945071856949,3.7788721799462093e-54
1530.0,1,1.0,0.8581498654038342,6.7430896280296e-57
1550.0,1,1.0,0.802882392727195,1.0304807493977209e-59
1570.0,0,0.0,0.7517522318596415,1.3486680044304036e-62
1590.0,0,0.0,0.7044066848805646,1.511661132085051e-65
1610.0,1,1.0,0.6605267460337079,1.4510689842112054e-68
1630.0,0,0.0,0.6198235414761324,1.1929050932763751e-71
1650.0,1,1.0,0.5820351808064236,8.398620293651054e-75
1670.0,2,1.4142135623730951,0.5469239686992736,5.06400611940938e-78
1690.0,1,1.0,0.5142739319568322,2.614957996612976e-81
1710.0,0,0.0,0.4838886232605356,1.156430223369472e-84
1730.0,0,0.0,0.4555891680258811,4.379841257725326e-88
1750.0,0,0.0,0.4292125251569834,1.4206317866663914e-91
1770.0,1,1.0,0.4046099362769911,3.9462891730648135e-95
1790.0,0,0.0,0.3816455412659848,9.388160481256138e-99
1810.0,0,0.0,0.36019514074730064,1.912741692289823e-102
1830.0,2,1.4142135623730951,0.3401450885913213,3.3374622687837836e-106
1850.0,0,0.0,0.3213912996078679,4.987244102199166e-110
1870.0,0,0.0,0.3038383594207984,6.382474773708661e-114
1890.0,0,0.0,0.2873987251012107,6.995226951087946e-118
1910.0,1,1.0,0.2719920065119907,6.565967550314916e-122
1930.0,0,0.0,0.25754431951531365,5.278127483957782e-126
1950.0,0,0.0,0.24398770324024896,3.633667963113179e-130
1970.0,0,0.0,0.2312595945209216,2.1423717096830053e-134
1990.0,1,1.0,0.21930235341437962,1.0817543004152093e-138
2010.0,0,0.0,0.2080628344069089,4.677853931763887e-143
2030.0,0,0.0,0.19749199853096008,1.732402906010515e-147
2050.0,0,0.0,0.1875445621535639,5.494591009061769e-152
2070.0,1,1.0,0.1781786786707046,1.4924715439420942e-156
2090.0,0,0.0,0.16935564975901077,3.4718501201091773e-161
2110.0,0,0.0,0.16103966320360985,6.916718454111135e-166
2130.0,0,0.0,0.15319755464518403,1.18011260271496e-170
2150.0,0,0.0,0.1457985908757491,1.7243722265011582e-175
2170.0,0,0.0,0.13881427256600967,2.1578577458093413e-180
2190.0,0,0.0,0.13221815453146554,2.312590958021559e-185
2210.0,0,0.0,0.12598568184332481,2.1225555067537e-190
2230.0,0,0.0,0.12009404026670721,1.6684127878944734e-195
2250.0,0,0.0,0.11452201966539752,1.1231355766791279e-200
2270.0,1,1.0,0.10924988915180885,6.47507911675712e-206
2290.0,0,0.0,0.10425928288488866,3.1969967513982746e-211
2310.0,0,0.0,0.0995330955292954,1.3518345171301065e-216
2330.0,0,0.0,0.0950553864877928,4.895410199531175e-222
2350.0,0,0.0,0.09081129210685676,1.518234535177087e-227
2370.0,0,0.0,0.08678694513421326,4.03248596445046e-233
2390.0,0,0.0,0.08296940077738908,9.172571029995007e-239
2410.0,0,0.0,0.07934656877541502,1.786872327800553e-244
2430.0,1,1.0,0.07590715095228875,2.981124979700305e-250
2450.0,0,0.0,0.0726405837714767,4.259425874076318e-256
2470.0,0,0.0,0.06953698545621874,5.212021114910754e-262
2490.0,0,0.0,0.06658710728126957,5.461921937777002e-268
2510.0,0,0.0,0.06378228867846208,4.901951747776871e-274
2530.0,0,0.0,0.06111441583156376,3.7677041692669515e-280
2550.0,0,0.0,0.058575883465693535,2.480097646271392e-286
2570.0,0,0.0,0.056159559563428156,1.3981217287302878e-292
2590.0,0,0.0,0.05385875276397015,6.750025462537016e-299
2610.0,0,0.0,0.051667182223632147,2.7909371561972005e-305
2630.0,0,0.0,0.049578949735669786,9.882775380894e-312
2650.0,1,1.0,0.047588513925382,2.99703e-318
2670.0,0,0.0,0.04569066635258205,0.0
2690.0,0,0.0,0.043880509368200794,0.0
2710.0,0,0.0,0.04215343558507618,0.0
